"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
23,"Private",182117,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
30,"Private",33688,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Female",0,1669,70,"United-States","<=50K"
22,"Private",191342,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,50,"Taiwan","<=50K"
20,"Private",212668,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
30,"Private",209317,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,50,"Dominican-Republic","<=50K"
40,"Private",198873,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,30,"United-States",">50K"
35,"Private",201328,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
53,"Private",47396,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Federal-gov",250504,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,60,"United-States",">50K"
30,"Private",174543,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
78,"?",363134,"HS-grad",9,"Widowed","?","Not-in-family","White","Female",0,0,1,"United-States","<=50K"
73,"Private",199362,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"United-States","<=50K"
37,"?",172256,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
25,"Private",182771,"Some-college",10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
25,"Private",198587,"Some-college",10,"Never-married","Tech-support","Not-in-family","Black","Female",2174,0,50,"United-States","<=50K"
69,"Self-emp-not-inc",104003,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
32,"Private",117779,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Female",0,0,35,"United-States","<=50K"
19,"Private",177839,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
26,"State-gov",147719,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,20,"India","<=50K"
39,"Private",456922,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
52,"Private",150930,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",301369,"12th",8,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
20,"?",182117,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
19,"Without-pay",43887,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,10,"United-States","<=50K"
38,"Private",186934,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
27,"Private",380560,"HS-grad",9,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
55,"Private",98746,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"Canada",">50K"
35,"Private",263081,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,60,"United-States",">50K"
45,"Local-gov",140644,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States",">50K"
21,"Private",300812,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","<=50K"
40,"Private",130571,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private",85399,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
33,"Private",54782,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1579,42,"United-States","<=50K"
42,"Private",138634,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",230704,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,22,"United-States","<=50K"
56,"Private",267652,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Local-gov",125159,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",14084,0,45,"?",">50K"
34,"Private",204470,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
43,"Private",190403,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",183709,"Assoc-voc",11,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
19,"Private",125591,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private",111387,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1579,40,"United-States","<=50K"
20,"Local-gov",312427,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,30,"Puerto-Rico","<=50K"
61,"Self-emp-not-inc",315977,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
47,"Private",125120,"Bachelors",13,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
42,"Self-emp-not-inc",178780,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
52,"Self-emp-not-inc",102346,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","<=50K"
23,"Private",145389,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-inc",125892,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
21,"Private",202373,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
62,"Private",244087,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
17,"Private",206010,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,8,"United-States","<=50K"
58,"Private",109015,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Private",30433,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
32,"Private",94041,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"Ireland","<=50K"
37,"Local-gov",102936,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
43,"Self-emp-inc",35662,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,70,"United-States",">50K"
34,"Private",122116,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",147099,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
31,"Private",62932,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
38,"Private",248919,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Guatemala","<=50K"
41,"Private",108713,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",142227,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
38,"Private",110402,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",132130,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Private",155106,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
17,"Private",128617,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,26,"United-States","<=50K"
53,"Private",200190,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,80,"United-States",">50K"
56,"Self-emp-inc",208809,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
34,"Local-gov",243867,"11th",7,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-inc",33126,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Private",572751,"Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"Mexico",">50K"
20,"?",216563,"11th",7,"Never-married","?","Other-relative","White","Male",0,0,40,"United-States","<=50K"
36,"Private",334366,"11th",7,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
44,"Self-emp-not-inc",231348,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
43,"Private",240698,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
35,"Private",253006,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,38,"United-States",">50K"
24,"Private",222853,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K"
22,"Private",103277,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
42,"Private",152568,"HS-grad",9,"Widowed","Sales","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
49,"Private",192776,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
21,"?",233923,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,24,"United-States","<=50K"
37,"Private",324019,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private",30673,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
62,"Self-emp-not-inc",171315,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
46,"Local-gov",354962,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
59,"?",409842,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
28,"Private",137898,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
42,"Private",280167,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Private",191914,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Female",0,0,55,"United-States","<=50K"
31,"Private",300687,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
40,"Private",192344,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
41,"Private",220460,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States","<=50K"
23,"Private",57827,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
19,"Local-gov",169853,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",368561,"Assoc-acdm",12,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private",172695,"11th",7,"Widowed","Other-service","Not-in-family","White","Female",0,0,27,"El-Salvador","<=50K"
32,"Private",331539,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"China",">50K"
32,"State-gov",169973,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
34,"Private",100669,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
35,"Private",165767,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Self-emp-not-inc",206889,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
18,"Private",165532,"12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,15,"United-States","<=50K"
52,"Private",110748,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
55,"Self-emp-not-inc",141409,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
47,"?",308242,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",160449,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States",">50K"
44,"Self-emp-not-inc",157217,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
54,"State-gov",138852,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
75,"Self-emp-not-inc",231741,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",4931,0,3,"United-States","<=50K"
36,"Private",181065,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Private",225065,"5th-6th",3,"Separated","Sales","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
35,"Private",1226583,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States",">50K"
65,"Private",213477,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",0,0,28,"United-States","<=50K"
35,"Self-emp-not-inc",335704,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private",57534,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",154604,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"Local-gov",387777,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,52,"United-States","<=50K"
44,"Private",202872,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
60,"Private",232337,"7th-8th",4,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",186808,"Bachelors",13,"Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States",">50K"
33,"Private",238381,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",8614,0,40,"United-States",">50K"
33,"Self-emp-not-inc",188957,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private",188519,"HS-grad",9,"Divorced","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private",407913,"HS-grad",9,"Separated","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
30,"Private",185177,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,43,"United-States","<=50K"
21,"Private",216672,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",393945,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
31,"Private",235389,"7th-8th",4,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,30,"Portugal","<=50K"
57,"Local-gov",189824,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",7298,0,40,"United-States",">50K"
44,"Private",124563,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
